hotel_id,name,city,neighborhood,distance_km,price_per_night,rating,review_count,amenities,available_rooms
H146,Hampton Inn Tower Zurich,Zurich,Downtown,28.0,900,4.6,10566,24hr Front Desk|Non-Smoking|EV Charging|Cinema Room|Kitchen|WiFi|Yoga Studio|Breakfast Included|Parking|Rooftop Lounge|Pet Friendly|Spa|Pool,68
H147,QT Hotels Boutique Hotel San Diego,San Diego,City Center,24.1,121,4.2,2201,Kitchen|Rooftop Lounge|Laundry|24hr Front Desk|Bar|Airport Shuttle|Parking|Garden|Pet Friendly|Hot Tub|Balcony|Concierge,80
H148,Banyan Tree Inn Munich,Munich,Waterfront,34.6,245,3.5,7504,Hot Tub|Sauna|EV Charging|Tennis Court|Bar|Safe|Gym|Library|Yoga Studio,49
H149,COMO Hotel Montreal,Montreal,Residential Area,21.0,160,4.1,2533,24hr Front Desk|Balcony|Rooftop Lounge|EV Charging|Airport Shuttle|Spa|WiFi|Cinema Room,31
H150,Corinthia Plaza Abu Dhabi,Abu Dhabi,City Center,26.7,335,3.9,2275,Garden|Non-Smoking|Breakfast Included|Restaurant|Coworking Space|WiFi|Golf Course|Sauna|Kids Club|Library,22
H151,Ritz-Carlton Airport Hotel London,London,Paddington,22.6,372,4.2,5250,Spa|WiFi|Library|EV Charging|Laundry|Beach Access|Yoga Studio|Golf Course|Parking,56
H152,Park Hyatt Anchorage Downtown Palace,Anchorage,Downtown,15.0,87,2.1,1408,Safe|Concierge,76
H153,Shangri-La Lodge Mumbai,Mumbai,Fort,30.6,76,3.4,4527,Airport Shuttle|Balcony|Laundry|Minibar,51
H154,Belmond Suites Busan,Busan,University Area,21.5,201,4.2,8694,Cinema Room|Garden|Breakfast Included|Concierge|Beach Access|EV Charging|Hot Tub|WiFi|Rooftop Lounge|Safe,56
H155,Banyan Tree Boutique Hotel Portland,Portland,Old Town,13.6,199,3.8,4579,Garden|Library|Beach Access|Parking|Bar|Spa,20
H156,St Regis Doha Airport Area Hotel,Doha,Airport Area,13.9,81,3.1,4244,Beach Access|EV Charging|Concierge|Business Center|Cinema Room,36
H157,Shangri-La Chicago Residential Area Tower,Chicago,Residential Area,22.7,180,3.9,1332,Golf Course|Pool|Beach Access|WiFi|Kitchen|Rooftop Lounge|Spa,35
H158,JW Marriott Shenzhen Waterfront Tower,Shenzhen,Waterfront,18.8,41,3.4,1592,Pet Friendly|Beach Access,42
H159,NH Hotels Adelaide Airport Area City Hotel,Adelaide,Airport Area,9.8,84,2.9,1679,Laundry|Non-Smoking|Safe,33
H160,Address Hotels Inn Doha,Doha,Commercial Zone,20.7,794,4.7,6793,EV Charging|Hot Tub|Kids Club|Sauna|Cinema Room|Gym|Library|Tennis Court|Beach Access|Airport Shuttle|Non-Smoking|Safe,11
H161,Okura Boutique Hotel Casablanca,Casablanca,City Center,20.7,57,3.4,3411,24hr Front Desk|WiFi|Coworking Space|Kitchen|Safe|Laundry|Kids Club|Hot Tub,56
H162,Accor Plaza Bali,Bali,Suburbs,22.7,147,4.3,756,24hr Front Desk|Cinema Room|Concierge|Garden|Coworking Space|Wheelchair Accessible|Beach Access|Airport Shuttle|EV Charging|Pool|Gym|Room Service,31
H163,Belmond Grand Abu Dhabi,Abu Dhabi,City Center,31.3,650,4.4,12537,Golf Course|Minibar|Kitchen|Airport Shuttle|Breakfast Included|Library|Hot Tub|Room Service|Balcony|Tennis Court|Pet Friendly,29
H164,Pullman Suites Vienna,Vienna,University Area,15.3,116,4.1,2487,Rooftop Lounge|Minibar|Pool|Parking|Kids Club|Garden|24hr Front Desk,15
H165,APA Hotel Plaza Oslo,Oslo,Old Town,24.6,272,4.7,4411,Pool|Hot Tub|Spa|Rooftop Lounge|Yoga Studio|24hr Front Desk|Safe|Breakfast Included|WiFi,17
H166,Rosewood Hotel Bali,Bali,Suburbs,11.7,256,4.2,6964,Kids Club|Kitchen|Concierge|Pool|Safe|Garden|Yoga Studio|Room Service|Spa|Hot Tub|Restaurant,58
H167,Corinthia Houston Waterfront Grand,Houston,Waterfront,22.9,361,4.3,2145,Restaurant|Breakfast Included|Pool|EV Charging|Coworking Space|Concierge,50
H168,St Regis Detroit Old Town Resort,Detroit,Old Town,16.8,475,3.6,9553,Balcony|Kids Club|Kitchen|Laundry|Beach Access|Gym,67
H169,One&Only Palace Melbourne,Melbourne,Residential Area,0.6,62,3.5,3941,Hot Tub|Coworking Space|Beach Access|Sauna|Garden|Cinema Room|Business Center,14
H170,Belmond Lodge Minneapolis,Minneapolis,Residential Area,10.0,132,3.6,3186,Laundry|24hr Front Desk|Cinema Room|EV Charging|Sauna|Balcony|Coworking Space|Airport Shuttle|Library|Spa|Restaurant,65
H171,Kempinski Plaza Kuwait City,Kuwait City,Airport Area,23.0,347,4.0,1214,Garden|Laundry|Minibar|Bar|Breakfast Included|Yoga Studio|Safe|Parking|Golf Course|Restaurant,18
H172,Rocco Forte Santiago City Center Boutique Hotel,Santiago,City Center,6.9,183,3.1,3313,Room Service|Rooftop Lounge|Coworking Space|Pet Friendly|Restaurant|Hot Tub|Garden|Cinema Room,21
H173,Banyan Tree Budapest City Center Suites,Budapest,City Center,25.8,95,3.8,4307,Sauna|EV Charging|Kids Club|Pet Friendly|Rooftop Lounge|Business Center,11
H174,Ramada Resort London,London,Westminster,2.1,365,4.4,6327,Kitchen|24hr Front Desk|Parking|Airport Shuttle|Spa|Garden|Wheelchair Accessible|Hot Tub,22
H175,Langham Residence Denver,Denver,Waterfront,16.7,495,3.9,5383,Yoga Studio|Garden|Rooftop Lounge|Tennis Court|Laundry|Beach Access|Kids Club|Concierge,37
H176,Kempinski Cancun Airport Area Tower,Cancun,Airport Area,1.5,776,4.4,7446,Golf Course|Airport Shuttle|Non-Smoking|Pool|Beach Access|Parking|24hr Front Desk|Breakfast Included|WiFi|Kitchen|Kids Club|Library,6
H177,W Hotel Vienna Downtown Residence,Vienna,Downtown,9.4,84,3.9,1425,Cinema Room|WiFi|Non-Smoking|Room Service,14
H178,Tokyu Grand Casablanca,Casablanca,Suburbs,18.2,244,4.1,3723,24hr Front Desk|Wheelchair Accessible|Room Service|Kids Club|Coworking Space|WiFi|Library|Spa|Pet Friendly|EV Charging|Business Center,67
H179,Lotte Suites San Francisco,San Francisco,Haight-Ashbury,31.8,57,3.3,2125,Rooftop Lounge|Airport Shuttle|Safe|Room Service|24hr Front Desk|Balcony,72
H180,Oaks Hotels Lodge London,London,Westminster,31.2,185,4.0,1844,Beach Access|Kitchen|Laundry|Hot Tub|Business Center|Bar|Garden|Minibar,19
H181,Hampton Inn Palace Amsterdam,Amsterdam,Centrum,33.8,458,4.4,5169,Balcony|Spa|Restaurant|Beach Access|Garden|Pet Friendly|24hr Front Desk|Kitchen|Yoga Studio|Gym|Pool|Parking,78
H182,Mandarin Oriental Grand Sydney,Sydney,Chippendale,23.5,429,4.5,13374,Library|Yoga Studio|Cinema Room|Laundry|Business Center|Bar|Sauna|Kids Club,48
H183,Accor Inn Ho Chi Minh City,Ho Chi Minh City,Old Town,7.5,477,4.6,1180,EV Charging|Library|Breakfast Included|Wheelchair Accessible|Garden|Yoga Studio|Rooftop Lounge|Airport Shuttle|Concierge|Hot Tub,28
H184,Anantara Resort Hyderabad,Hyderabad,Residential Area,29.6,781,4.2,8083,Garden|Non-Smoking|Concierge|EV Charging|Rooftop Lounge|Library|Sauna|Balcony|Yoga Studio|Restaurant|Minibar|Laundry|Kids Club|Bar|Pool,75
H185,Corinthia Palace Helsinki,Helsinki,Old Town,9.5,67,3.6,4014,24hr Front Desk|Airport Shuttle|Coworking Space|WiFi|Restaurant|Balcony|Safe|Pet Friendly,61
H186,W Hotel Collection Jeddah,Jeddah,Business District,20.5,117,3.9,143,Concierge|Garden|Kitchen|Balcony|Hot Tub|Airport Shuttle|Wheelchair Accessible|Coworking Space,39
H187,Atlantis Airport Hotel Vienna,Vienna,Business District,30.3,32,3.6,852,Pool|Tennis Court|Rooftop Lounge|Golf Course,22
H188,Rocco Forte Oslo Residential Area Tower,Oslo,Residential Area,3.9,231,4.0,8375,Bar|Pet Friendly|Restaurant|Airport Shuttle|Rooftop Lounge|Balcony|WiFi|Safe|Golf Course|Yoga Studio|Spa,38
H189,Waldorf Astoria Rio de Janeiro City Center Inn,Rio de Janeiro,City Center,34.9,489,3.6,1160,Restaurant|Pet Friendly|Minibar|Garden|Yoga Studio|Airport Shuttle|EV Charging|Coworking Space|24hr Front Desk|Gym,46
H190,NH Hotels Grand Seattle,Seattle,Waterfront,8.8,993,4.5,1111,Pet Friendly|Airport Shuttle|Business Center|Gym|Library|Beach Access|Wheelchair Accessible|Kitchen,69
H191,Mandarin Oriental City Hotel Rio de Janeiro,Rio de Janeiro,Commercial Zone,10.0,122,4.7,5183,Gym|Kitchen|Non-Smoking|Coworking Space|Tennis Court|Hot Tub|Pool,80
H192,NH Hotels Lodge Muscat,Muscat,Business District,26.8,485,4.8,332,Kitchen|Yoga Studio|Garden|WiFi|Gym|Wheelchair Accessible|Beach Access|Coworking Space|Hot Tub|Breakfast Included|EV Charging|Rooftop Lounge,39
H193,Minor Hotels City Hotel Jakarta,Jakarta,Old Town,3.2,166,4.4,5115,Room Service|Spa|Business Center|Cinema Room|24hr Front Desk|EV Charging|Pet Friendly|Yoga Studio|Balcony|Rooftop Lounge|Non-Smoking,8
H194,Kempinski Collection Beijing,Beijing,Suburbs,26.0,86,3.4,2821,Beach Access|Wheelchair Accessible|Laundry|Balcony|Breakfast Included|Spa,50
H195,Renaissance Manila Business District Palace,Manila,Business District,15.3,70,3.0,766,Hot Tub|Rooftop Lounge|Balcony,56
H196,Hilton Atlanta Business District Hotel,Atlanta,Business District,16.1,215,4.6,1568,Kids Club|WiFi|Laundry|Minibar|Restaurant|EV Charging|Airport Shuttle,19
H197,Ascott Seattle Commercial Zone Suites,Seattle,Commercial Zone,18.7,165,4.2,4893,Cinema Room|Beach Access|Yoga Studio|Balcony|Wheelchair Accessible|Parking|Room Service|Concierge,44
H198,Waldorf Astoria Grand Rome,Rome,Monti,9.0,599,4.5,6943,Hot Tub|Wheelchair Accessible|Airport Shuttle|Golf Course|Coworking Space|Breakfast Included|Library|EV Charging|Room Service|Safe|Pool|Kids Club|Restaurant,26
H199,Okura Montreal Business District Boutique Hotel,Montreal,Business District,8.1,123,3.1,1085,Non-Smoking|24hr Front Desk|Concierge|Spa|Minibar|Kitchen|Sauna,27
H200,Emaar Hospitality Brisbane Business District Plaza,Brisbane,Business District,17.0,853,4.9,9230,Yoga Studio|Tennis Court|Kitchen|Kids Club|Golf Course|Restaurant|Business Center|Garden|Non-Smoking|Cinema Room|Bar|Concierge,44
H201,ibis Lodge Frankfurt,Frankfurt,Sachsenhausen,16.1,619,4.2,3555,WiFi|Non-Smoking|Yoga Studio|Library|Kids Club|Bar|Parking|Garden|Room Service|Pool|EV Charging,45
H202,Oaks Hotels Residence Helsinki,Helsinki,Old Town,25.6,100,3.8,1794,Tennis Court|EV Charging|24hr Front Desk|Yoga Studio,70
H203,Sofitel Airport Hotel Anchorage,Anchorage,Waterfront,23.3,469,4.6,5509,Tennis Court|Sauna|24hr Front Desk|Restaurant|Rooftop Lounge|Parking|Pool|Wheelchair Accessible|Breakfast Included|Kitchen|Business Center,38
H204,Tokyu Lodge Hyderabad,Hyderabad,Commercial Zone,17.1,1169,4.3,4482,Sauna|Breakfast Included|Kids Club|Non-Smoking|Minibar|Rooftop Lounge|Pet Friendly|Concierge|Restaurant|Room Service,78
H205,Lotte Sapporo Waterfront Lodge,Sapporo,Waterfront,3.9,446,3.9,3537,24hr Front Desk|Bar|Business Center|Room Service|WiFi|Sauna|Pool|Restaurant|Non-Smoking|Pet Friendly|Gym|Spa,48
H206,Aman City Hotel Boston,Boston,Airport Area,18.8,144,3.7,6549,Pool|Airport Shuttle|Gym|Concierge|Parking|Business Center|Breakfast Included|Kids Club,62
H207,Rosewood Resort Budapest,Budapest,Commercial Zone,15.5,162,4.3,1841,Airport Shuttle|Balcony|Golf Course|Business Center|Laundry|Room Service,66
H208,Minor Hotels San Francisco Pacific Heights Collection,San Francisco,Pacific Heights,33.8,108,3.9,3804,Garden|Breakfast Included|Pet Friendly|Parking|Laundry|24hr Front Desk|Restaurant|Coworking Space,9
H209,FIVE Hotels Delhi Dwarka Inn,Delhi,Dwarka,6.0,93,3.8,2760,Business Center|Beach Access|Balcony|Breakfast Included|Yoga Studio,36
H210,Wyndham Dallas Residential Area Residence,Dallas,Residential Area,14.5,476,3.9,6461,Kids Club|Tennis Court|Laundry|Spa|Minibar|Pet Friendly|Beach Access|Yoga Studio|EV Charging,13
H211,ibis Dhaka Old Town Boutique Hotel,Dhaka,Old Town,9.3,95,3.5,4185,Business Center|24hr Front Desk|Concierge|Pool|Cinema Room|Room Service|Golf Course|EV Charging,36
H212,Wyndham Airport Hotel Tampa,Tampa,Business District,7.6,115,4.0,632,Safe|Balcony|Cinema Room|Pool|Rooftop Lounge|Wheelchair Accessible|Tennis Court|Beach Access,48
H213,Kempinski City Hotel Jeddah,Jeddah,City Center,9.3,99,3.1,4773,WiFi|Yoga Studio|Pet Friendly|Restaurant|Hot Tub|Safe|Kitchen,39
H214,DoubleTree Resort Barcelona,Barcelona,La Rambla,34.5,230,3.9,9009,Tennis Court|Rooftop Lounge|Room Service|Concierge|Non-Smoking|Sauna|Bar|WiFi,14
H215,Wyndham Perth Downtown Lodge,Perth,Downtown,27.5,142,3.4,432,Laundry|Hot Tub|Kitchen|Spa|Room Service,26
H216,Kempinski Oslo Business District Tower,Oslo,Business District,5.0,219,4.8,5718,Pet Friendly|Tennis Court|Restaurant|Library|Bar|Balcony|Safe|Hot Tub|Non-Smoking|Kitchen|Beach Access|Breakfast Included,36
H217,Grand Hyatt St Louis Residential Area Tower,St Louis,Residential Area,11.6,133,3.5,67,Tennis Court|Hot Tub|Wheelchair Accessible|Garden|Minibar|Balcony|Coworking Space,7
H218,Taj Suites Tel Aviv,Tel Aviv,City Center,10.3,82,3.4,1660,Yoga Studio|24hr Front Desk|Rooftop Lounge|Kitchen|Laundry|Hot Tub,69
H219,ibis Lodge Panama City,Panama City,Old Town,1.2,191,4.2,6748,Wheelchair Accessible|Laundry|Library|Restaurant|Golf Course|Business Center|Concierge|Hot Tub|Beach Access,24
H220,Park Hyatt Lodge Shanghai,Shanghai,City Center,18.6,255,4.5,5307,24hr Front Desk|Cinema Room|Spa|Beach Access|Non-Smoking|Minibar,40
H221,St Regis Phoenix Residential Area Boutique Hotel,Phoenix,Residential Area,26.9,382,3.8,7084,Bar|Tennis Court|Sauna|Non-Smoking|EV Charging|Balcony|Hot Tub|Wheelchair Accessible|Kids Club|Restaurant,21
H222,Taj Lodge Cairo,Cairo,Business District,9.8,189,3.6,6520,Minibar|Library|Laundry|WiFi|Spa|Yoga Studio,57
H223,Aman Collection Mumbai,Mumbai,Andheri,28.9,165,4.8,9530,Yoga Studio|Hot Tub|Kitchen|Safe|Coworking Space|Garden|Kids Club|Minibar|Business Center,8
H224,Marriott Orlando Waterfront Airport Hotel,Orlando,Waterfront,28.3,379,3.8,9082,Pet Friendly|Kitchen|Coworking Space|Minibar|Sauna|Hot Tub|Spa|Kids Club|Tennis Court|Airport Shuttle|WiFi|Laundry,47
H225,Fairmont Grand Zurich,Zurich,Downtown,25.9,95,2.5,726,WiFi|Wheelchair Accessible|Golf Course,57
H226,APA Hotel Grand Mumbai,Mumbai,Lower Parel,10.4,474,3.8,4669,Hot Tub|Kitchen|Business Center|Cinema Room|Parking|Restaurant|Concierge,48
H227,APA Hotel Resort Stockholm,Stockholm,Old Town,19.1,135,3.7,3663,Coworking Space|Wheelchair Accessible|Rooftop Lounge|24hr Front Desk|Pool|Breakfast Included|Minibar|Bar,46
H228,Dorchester Collection Denver City Center City Hotel,Denver,City Center,22.4,22,2.1,243,Sauna|Yoga Studio|EV Charging|Kids Club,62
H229,Radisson Beach Resort Perth,Perth,University Area,24.4,52,2.5,729,Laundry|Bar|Tennis Court,20
H230,Oberoi Muscat University Area Airport Hotel,Muscat,University Area,5.3,393,4.6,9187,Kids Club|EV Charging|24hr Front Desk|Yoga Studio|Sauna|Beach Access|Business Center|Non-Smoking|Hot Tub|Pool|Tennis Court,39
H231,Address Hotels Seattle Residential Area Hotel,Seattle,Residential Area,23.4,106,3.6,4129,Concierge|Golf Course|Rooftop Lounge|Cinema Room|EV Charging|Yoga Studio|Bar|Parking|Kids Club|Library|Business Center,11
H232,Meriton Tower Toronto,Toronto,Residential Area,25.0,183,3.1,802,Wheelchair Accessible|Kitchen|Parking|Gym|Kids Club|Library,50
H233,Hampton Inn Rio de Janeiro City Center Lodge,Rio de Janeiro,City Center,21.7,87,3.2,1269,Bar|Yoga Studio|Parking|Golf Course|WiFi|Kitchen,11
H234,Peninsula Moscow Suburbs Residence,Moscow,Suburbs,4.1,159,3.2,4028,Bar|24hr Front Desk|Breakfast Included|Beach Access,52
H235,Accor Oslo Waterfront City Hotel,Oslo,Waterfront,13.9,55,3.0,4962,Kitchen|Parking|WiFi|Golf Course,6
H236,NH Hotels Suites Bangkok,Bangkok,Chinatown,18.2,192,3.7,2878,Kitchen|Laundry|Hot Tub|Pool,67
H237,Banyan Tree Palace Singapore,Singapore,Tanjong Pagar,19.1,271,4.3,6539,Restaurant|Garden|Kitchen|Laundry|Parking|Balcony|Tennis Court|Wheelchair Accessible,46
H238,Park Hyatt Suites Dallas,Dallas,Commercial Zone,0.9,485,4.7,11750,WiFi|Non-Smoking|Parking|Room Service|Kitchen|Garden|Balcony|Rooftop Lounge|Airport Shuttle|Library|Bar,72
H239,Dormy Inn Plaza Bangalore,Bangalore,Waterfront,18.7,137,4.2,1548,Golf Course|Airport Shuttle|Business Center|Breakfast Included|Minibar|Yoga Studio|Non-Smoking|Bar,23
H240,Centara Doha Old Town Inn,Doha,Old Town,27.0,886,4.4,7700,Parking|Coworking Space|Cinema Room|Sauna|Pool|Room Service|24hr Front Desk|Safe|Kids Club|Gym,36
H241,Best Western Nadi Waterfront Lodge,Nadi,Waterfront,5.5,79,3.8,2524,Cinema Room|Room Service|Tennis Court|Restaurant,46
H242,APA Hotel Bangalore Commercial Zone Suites,Bangalore,Commercial Zone,34.6,139,4.2,866,Cinema Room|Pet Friendly|Garden|Laundry|Library|Kids Club|Rooftop Lounge|Airport Shuttle,31
H243,Minor Hotels Hotel Tel Aviv,Tel Aviv,Residential Area,7.7,303,4.4,2618,Kids Club|Non-Smoking|Breakfast Included|Airport Shuttle|Cinema Room|Gym|Laundry|Balcony|Safe|Yoga Studio|Minibar|Parking|Concierge,3
H244,Park Hyatt Airport Hotel Frankfurt,Frankfurt,Bockenheim,27.6,264,4.1,4626,Laundry|Non-Smoking|Yoga Studio|EV Charging|Kitchen|Safe|Minibar,58
H245,Hyatt Resort Barcelona,Barcelona,El Born,27.5,869,4.3,5222,Kids Club|Golf Course|Minibar|Kitchen|Wheelchair Accessible|24hr Front Desk|Spa|Tennis Court|Rooftop Lounge|Concierge|Coworking Space|Garden|Library|Hot Tub|Safe|Non-Smoking,8
H246,Lotte Brisbane Suburbs Grand,Brisbane,Suburbs,33.7,145,3.4,2712,Tennis Court|Library|EV Charging|Room Service|Golf Course|Pool|Cinema Room,71
H247,Oberoi Residence Beijing,Beijing,Business District,28.0,173,3.9,1312,Pet Friendly|Wheelchair Accessible|Balcony|Breakfast Included|Library,43
H248,Swissotel Portland Business District Lodge,Portland,Business District,24.5,180,3.4,1046,Coworking Space|Business Center|Concierge|Laundry|Pool|24hr Front Desk,41
H249,Sheraton Dallas Commercial Zone Resort,Dallas,Commercial Zone,23.5,191,3.8,3004,Wheelchair Accessible|Non-Smoking|Tennis Court|Laundry|Business Center|Parking|Breakfast Included,34
H250,APA Hotel Beach Resort Bangalore,Bangalore,Commercial Zone,13.4,240,4.0,847,Parking|Minibar|Spa|Bar|Concierge|Wheelchair Accessible|Gym|Coworking Space|Room Service|Safe|Yoga Studio|EV Charging,23
H251,COMO Santiago Downtown Residence,Santiago,Downtown,28.7,1077,4.7,7076,Restaurant|24hr Front Desk|Kitchen|Tennis Court|Room Service|Pet Friendly|Safe|Garden|Balcony|Gym|Yoga Studio|Wheelchair Accessible|Concierge,33
H252,Fairmont Raleigh Waterfront Palace,Raleigh,Waterfront,25.4,114,4.7,8440,Garden|Sauna|Kitchen|Minibar|24hr Front Desk|Concierge|Room Service|Airport Shuttle,24
H253,Hilton Plaza Boston,Boston,Commercial Zone,4.7,318,4.0,3517,Tennis Court|Concierge|Cinema Room|Minibar|Safe|Golf Course|Spa,64
H254,Peninsula Chengdu Suburbs Lodge,Chengdu,Suburbs,28.9,443,4.1,823,Balcony|Golf Course|Minibar|WiFi|Bar|Breakfast Included|Airport Shuttle|Tennis Court|Yoga Studio|Kitchen|Pool|Laundry,55
H255,Ascott Airport Hotel Chicago,Chicago,Suburbs,20.9,179,4.4,5070,24hr Front Desk|Yoga Studio|WiFi|Kitchen|Golf Course|Rooftop Lounge|Pool|Tennis Court|Sauna|Airport Shuttle|Non-Smoking|Room Service,8
H256,JW Marriott Abu Dhabi Residential Area Collection,Abu Dhabi,Residential Area,27.6,461,3.8,2176,Yoga Studio|24hr Front Desk|Non-Smoking|Restaurant|Library|Garden|Kids Club|Tennis Court|Pet Friendly|Wheelchair Accessible|Coworking Space,23
H257,Rocco Forte Taipei Waterfront Inn,Taipei,Waterfront,28.2,299,3.6,1479,Gym|Pet Friendly|Concierge|Business Center|Coworking Space|Library|Hot Tub|Room Service|Spa|Laundry|Kitchen,18
H258,Sheraton Tower Los Angeles,Los Angeles,Downtown,3.4,81,3.7,1587,Gym|Minibar|Breakfast Included|Parking|Laundry,7
H259,Oberoi Grand Osaka,Osaka,Residential Area,25.2,253,3.8,7816,Beach Access|Breakfast Included|24hr Front Desk|Tennis Court|Kitchen|Concierge|Garden|Coworking Space|Room Service,34
H260,Banyan Tree Seoul Myeongdong Grand,Seoul,Myeongdong,10.9,132,3.1,1373,Concierge|Room Service|Balcony|Cinema Room|Business Center,27
H261,Oaks Hotels Residence Christchurch,Christchurch,Residential Area,25.3,56,3.5,218,Sauna|Tennis Court|Spa|Airport Shuttle|Laundry|Cinema Room|Coworking Space|Golf Course,11
H262,Rosewood Airport Hotel Warsaw,Warsaw,City Center,18.1,87,3.0,3293,Beach Access|Minibar|Rooftop Lounge|Safe|Kids Club,61
H263,One&Only Rome Flaminio Beach Resort,Rome,Flaminio,3.8,97,2.0,1097,Bar|Kitchen|Safe|Golf Course,59
H264,Westin Dhaka Old Town Beach Resort,Dhaka,Old Town,23.5,148,4.2,2190,Non-Smoking|Rooftop Lounge|Restaurant|Yoga Studio|EV Charging,40
H265,Courtyard by Marriott Collection Stockholm,Stockholm,Airport Area,10.3,350,4.3,3208,Hot Tub|Laundry|Tennis Court|Wheelchair Accessible|Kitchen|Rooftop Lounge|Spa|Non-Smoking|Cinema Room|Minibar|Beach Access,19
H266,Dormy Inn Inn Abu Dhabi,Abu Dhabi,Commercial Zone,18.5,239,4.5,4854,Rooftop Lounge|Room Service|Coworking Space|Safe|Cinema Room|Garden|Library|Beach Access|Minibar|Business Center|Golf Course|Hot Tub|Parking|Tennis Court,33
H267,Meriton Boutique Hotel Perth,Perth,Business District,21.5,129,3.3,2162,Cinema Room|WiFi|Beach Access|Room Service|Pool,58
H268,Taj Suites Austin,Austin,Commercial Zone,4.7,86,3.3,230,Hot Tub|Bar|Spa|Pet Friendly,1
H269,Centara Palace Shanghai,Shanghai,Residential Area,14.1,391,4.3,1726,Kids Club|Business Center|Room Service|Safe|Sauna|EV Charging|WiFi|Laundry,40
H270,DoubleTree Collection Washington DC,Washington DC,Commercial Zone,2.4,190,3.8,958,Spa|EV Charging|Library|24hr Front Desk|Garden|Minibar|Yoga Studio|Balcony,72
H271,Ramada City Hotel Dallas,Dallas,University Area,16.7,111,3.7,3609,Beach Access|Tennis Court|Gym|Laundry|Parking|Spa|Garden|Sauna,77
H272,Meriton Lodge Zurich,Zurich,Residential Area,8.5,475,4.8,8661,24hr Front Desk|Laundry|Business Center|Airport Shuttle|Safe|Pool|WiFi|Pet Friendly|Gym|Restaurant,19
H273,Prince Hotel Lagos Waterfront Hotel,Lagos,Waterfront,13.6,84,4.1,3757,Hot Tub|Balcony|Library|Beach Access,47
H274,Waldorf Astoria Plaza San Diego,San Diego,Old Town,30.8,223,4.8,1513,Coworking Space|Pet Friendly|Bar|Pool|Airport Shuttle|Library|Non-Smoking|Hot Tub,35
H275,Dormy Inn Austin Suburbs Inn,Austin,Suburbs,4.5,353,4.4,5207,WiFi|Golf Course|Breakfast Included|Beach Access|Concierge|Parking|Restaurant|Sauna,16
H276,Kempinski Plaza Austin,Austin,Airport Area,3.7,180,3.4,2077,Beach Access|Pool|Yoga Studio|Garden|Breakfast Included,51
